EquipmentSerialNumberID,ModelCode,ModelYear,AskingPrice,PredictedValue,AbsPredictionError,AskingPriceDiffToPredicted,LocationCity,LocationState,ObservationDate,ManufacturerDeliveryPrice
1375,8400R,2020,354500.00000,372060.00,17560.00000,-17560.00000,SIOUX CENTER,IA,2021-08-01,366497.67
3391,8400R,2020,364500.00000,370332.00,5832.00000,-5832.00000,LENOX,IA,2021-08-01,378863.10
3391,8400R,2020,384500.00000,392599.00,8099.00000,-8099.00000,LENOX,IA,2021-09-01,378863.10
1376,8400R,2018,305000.00000,322142.00,17142.00000,-17142.00000,PRINCETON,KY,2021-08-01,334327.84
1376,8400R,2018,305000.00000,326742.00,21742.00000,-21742.00000,PRINCETON,KY,2021-09-01,334327.84
1377,8400R,2019,315000.00000,319980.00,4980.00000,-4980.00000,PRINCETON,KY,2021-08-01,361910.01
1377,8400R,2019,315000.00000,324914.00,9914.00000,-9914.00000,PRINCETON,KY,2021-09-01,361910.01
1378,8400R,2019,385000.00000,377900.00,7100.00000,7100.00000,TAFT,TX,2021-08-01,371579.67
3397,8400R,2019,308900.00000,336020.00,27120.00000,-27120.00000,ASSUMPTION,IL,2021-07-01,348613.65
3397,8400R,2019,308900.00000,336020.00,27120.00000,-27120.00000,SHELBYVILLE,IL,2021-07-01,348613.65
1343,8400R,2020,325000.00000,328688.00,3688.00000,-3688.00000,PRINCETON,KY,2021-07-01,365672.23
1343,8400R,2020,325000.00000,330914.00,5914.00000,-5914.00000,PRINCETON,KY,2021-08-01,365672.23
1343,8400R,2020,325000.00000,335798.00,10798.00000,-10798.00000,PRINCETON,KY,2021-09-01,365672.23
1379,8400R,2020,345900.00000,345354.00,546.00000,546.00000,OWENSBORO,KY,2021-08-01,372977.99
1380,8400R,2020,369500.00000,375044.00,5544.00000,-5544.00000,LENOX,IA,2021-08-01,378863.10
1380,8400R,2020,389500.00000,397205.00,7705.00000,-7705.00000,LENOX,IA,2021-09-01,378863.10
1373,8400R,2017,274500.00000,277216.00,2716.00000,-2716.00000,CLARINDA,IA,2021-08-01,346609.34
1381,8400R,2018,288000.00000,319778.00,31778.00000,-31778.00000,LOUISVILLE,GA,2021-09-01,330828.96
1353,8400R,2018,290000.00000,309504.00,19504.00000,-19504.00000,WAYNESBORO,GA,2021-09-01,350481.67
1382,8400R,2018,329900.00000,341632.00,11732.00000,-11732.00000,GREENE,IA,2021-08-01,349153.42
1383,8400R,2018,299500.00000,328136.00,28636.00000,-28636.00000,PAULLINA,IA,2021-08-01,332807.09
1383,8400R,2018,317500.00000,351043.00,33543.00000,-33543.00000,PAULLINA,IA,2021-09-01,332807.09
1365,8400R,2019,337028.00000,344673.00,7645.00000,-7645.00000,JACKSON,MN,2021-09-01,372839.39
1365,8400R,2019,337028.00000,338672.00,1644.00000,-1644.00000,JACKSON,MN,2021-08-01,372839.39
1384,8400R,2020,356000.00000,352352.00,3648.00000,3648.00000,PEARSALL,TX,2021-08-01,370387.71
1385,8400R,2020,325000.00000,330496.00,5496.00000,-5496.00000,PRINCETON,KY,2021-08-01,365672.23
1386,8400R,2020,368500.00000,376260.00,7760.00000,-7760.00000,MACEDONIA,IA,2021-08-01,375660.67
1386,8400R,2020,389500.00000,399277.00,9777.00000,-9777.00000,MACEDONIA,IA,2021-09-01,375660.67
1369,8400R,2017,302500.00000,301812.00,688.00000,688.00000,UVALDE,TX,2021-08-01,339312.82
1387,8400R,2017,296620.00000,301503.00,4883.00000,-4883.00000,FREEMAN,SD,2021-09-01,351724.45
1388,8400R,2017,292500.00000,312100.00,19600.00000,-19600.00000,PRINCETON,KY,2021-08-01,327730.48
1346,8400R,2018,275000.00000,278544.00,3544.00000,-3544.00000,CLINTON,KY,2021-07-01,346951.22
1346,8400R,2018,275000.00000,281268.00,6268.00000,-6268.00000,CLINTON,KY,2021-08-01,346951.22
1350,8400R,2018,307500.00000,342776.00,35276.00000,-35276.00000,LINWOOD,MI,2021-07-01,324638.93
1350,8400R,2018,312500.00000,351482.00,38982.00000,-38982.00000,UNION,MI,2021-09-01,324638.93
2153,8400R,2019,337028.00000,346047.00,9019.00000,-9019.00000,JACKSON,MN,2021-09-01,372839.39
2153,8400R,2019,337028.00000,338672.00,1644.00000,-1644.00000,JACKSON,MN,2021-08-01,372839.39
1390,8400R,2020,362900.00000,388365.00,25465.00000,-25465.00000,DENISON,IA,2021-09-01,357708.12
1391,8400R,2020,359500.00000,354720.00,4780.00000,4780.00000,HOPKINSVILLE,KY,2021-07-01,376791.03
1391,8400R,2020,359500.00000,358074.00,1426.00000,1426.00000,HOPKINSVILLE,KY,2021-08-01,376791.03
1391,8400R,2020,359500.00000,363374.00,3874.00000,-3874.00000,HOPKINSVILLE,KY,2021-09-01,376791.03
3059,8400R,2020,367500.00000,378775.00,11275.00000,-11275.00000,CLARINDA,IA,2021-09-01,375660.67
2116,8400R,2020,376000.00000,393028.00,17028.00000,-17028.00000,POPLAR BLUFF,MO,2021-09-01,349546.89
2154,8400R,2020,369500.00000,375068.00,5568.00000,-5568.00000,LENOX,IA,2021-08-01,378863.10
2154,8400R,2020,389500.00000,397227.00,7727.00000,-7727.00000,LENOX,IA,2021-09-01,378863.10
1394,8400R,2020,350651.00000,365026.00,14375.00000,-14375.00000,GLASGOW,MT,2021-09-01,376866.49
1395,8400R,2019,305000.00000,330668.00,25668.00000,-25668.00000,LOUISVILLE,GA,2021-09-01,350013.09
1396,8400R,2019,336088.00000,337684.00,1596.00000,-1596.00000,JACKSON,MN,2021-07-01,372839.39
1396,8400R,2019,336088.00000,337584.00,1496.00000,-1496.00000,JACKSON,MN,2021-08-01,372839.39
1396,8400R,2019,336088.00000,343551.00,7463.00000,-7463.00000,JACKSON,MN,2021-09-01,372839.39
1397,8400R,2019,365000.00000,357340.00,7660.00000,7660.00000,TAFT,TX,2021-08-01,371579.67
1398,8400R,2020,369500.00000,379408.00,9908.00000,-9908.00000,PENDER,NE,2021-07-01,364594.23
1398,8400R,2020,369500.00000,382668.00,13168.00000,-13168.00000,PENDER,NE,2021-08-01,364594.23
1398,8400R,2020,389500.00000,404983.00,15483.00000,-15483.00000,PENDER,NE,2021-09-01,364594.23
2155,8400R,2020,376500.00000,382012.00,5512.00000,-5512.00000,LENOX,IA,2021-08-01,378863.10
2155,8400R,2020,398500.00000,405559.00,7059.00000,-7059.00000,LENOX,IA,2021-09-01,378863.10
1399,8400R,2017,315000.00000,314400.00,600.00000,600.00000,BEEVILLE,TX,2021-08-01,339312.82
1401,8400R,2017,309000.00000,333667.00,24667.00000,-24667.00000,DYERSVILLE,IA,2021-09-01,331518.11
1402,8400R,2018,289900.00000,297320.00,7420.00000,-7420.00000,GRAND MEADOW,MN,2021-07-01,360532.48
1402,8400R,2018,289900.00000,300875.00,10975.00000,-10975.00000,GRAND MEADOW,MN,2021-09-01,360532.48
1402,8400R,2018,289900.00000,294764.00,4864.00000,-4864.00000,WANAMINGO,MN,2021-08-01,360532.48
1368,8400R,2018,357995.00000,382898.00,24903.00000,-24903.00000,MENOMONIE,WI,2021-09-01,341865.37
1403,8400R,2019,336088.00000,337684.00,1596.00000,-1596.00000,JACKSON,MN,2021-07-01,372839.39
1403,8400R,2019,336088.00000,344143.00,8055.00000,-8055.00000,SPENCER,IA,2021-09-01,372839.39
2862,8400R,2019,349000.00000,363186.00,14186.00000,-14186.00000,MONDOVI,WI,2021-09-01,365010.03
1404,8400R,2019,321900.00000,344940.00,23040.00000,-23040.00000,CARLINVILLE,IL,2021-08-01,349914.18
1338,8400R,2020,325000.00000,331644.00,6644.00000,-6644.00000,PRINCETON,KY,2021-08-01,365672.23
1338,8400R,2020,325000.00000,336770.00,11770.00000,-11770.00000,PRINCETON,KY,2021-09-01,365672.23
1405,8400R,2020,374900.00000,399465.00,24565.00000,-24565.00000,DENISON,IA,2021-09-01,357708.12
1406,8400R,2020,376000.00000,391862.00,15862.00000,-15862.00000,DEXTER,MO,2021-09-01,349546.89
3409,8R 410,2020,384900.00000,397610.00,12710.00000,-12710.00000,HAVANA,IL,2021-09-01,384581.12
3410,8R 410,2020,388500.00000,412761.00,24261.00000,-24261.00000,GLENCOE,MN,2021-09-01,380441.60
3411,8R 410,2020,411000.00000,395450.00,15550.00000,15550.00000,COLBY,KS,2021-07-01,402835.51
1392,8R 410,2020,378900.00000,385308.00,6408.00000,-6408.00000,HAVANA,IL,2021-07-01,384627.32
1392,8R 410,2020,378900.00000,386380.00,7480.00000,-7480.00000,PETERSBURG,IL,2021-08-01,384627.32
1407,8R 410,2020,389000.00000,389956.00,956.00000,-956.00000,MONTICELLO,IA,2021-07-01,394042.88
1407,8R 410,2020,399000.00000,400428.00,1428.00000,-1428.00000,MONTICELLO,IA,2021-08-01,394042.88
3412,8R 410,2020,375000.00000,378138.00,3138.00000,-3138.00000,RICHMOND,MO,2021-07-01,393754.13
3412,8R 410,2020,375000.00000,372324.00,2676.00000,2676.00000,RICHMOND,MO,2021-08-01,393754.13
1408,8R 410,2020,427500.00000,416522.00,10978.00000,10978.00000,ATCHISON,KS,2021-09-01,393737.19
2158,8R 410,2020,388500.00000,412761.00,24261.00000,-24261.00000,GLENCOE,MN,2021-09-01,380441.60
2159,8R 410,2020,384900.00000,397570.00,12670.00000,-12670.00000,HAVANA,IL,2021-09-01,384581.12
1409,8R 410,2020,399900.00000,401068.00,1168.00000,-1168.00000,JACKSON,WI,2021-08-01,390483.94
1410,8R 410,2021,389500.00000,402409.00,12909.00000,-12909.00000,RED OAK,IA,2021-09-01,392499.03
1411,8R 410,2020,385000.00000,388444.00,3444.00000,-3444.00000,MEDIAPOLIS,IA,2021-08-01,392522.90
3415,8R 410,2020,392500.00000,387710.00,4790.00000,4790.00000,GREAT BEND,KS,2021-07-01,395585.96
2157,8R 410,2020,388500.00000,412761.00,24261.00000,-24261.00000,GLENCOE,MN,2021-09-01,380441.60
1855,8R 410,2020,388500.00000,412761.00,24261.00000,-24261.00000,GLENCOE,MN,2021-09-01,380441.60
3416,8R 410,2020,386900.00000,393372.00,6472.00000,-6472.00000,VANDALIA,IL,2021-07-01,384627.32
1803,8R 410,2020,393616.00000,405179.00,11563.00000,-11563.00000,IDA GROVE,IA,2021-09-01,393215.13
1413,8R 410,2020,387500.00000,395932.00,8432.00000,-8432.00000,KEYSTONE,IA,2021-08-01,390779.62
3417,8R 410,2020,387500.00000,394016.00,6516.00000,-6516.00000,KEYSTONE,IA,2021-07-01,390779.62
2160,8R 410,2020,393360.00000,404359.00,10999.00000,-10999.00000,IDA GROVE,IA,2021-09-01,393215.13
1415,8R 410,2020,399500.00000,402044.00,2544.00000,-2544.00000,MATTOON,IL,2021-08-01,391101.48
1415,8R 410,2020,404500.00000,411482.00,6982.00000,-6982.00000,MATTOON,IL,2021-09-01,391101.48
1360,8R 410,2020,417500.00000,420346.00,2846.00000,-2846.00000,HOLLAND,MI,2021-09-01,397919.06
3421,8R 410,2020,419000.00000,410054.00,8946.00000,8946.00000,GARDEN CITY,KS,2021-07-01,392499.03
1416,8R 410,2020,389500.00000,399433.00,9933.00000,-9933.00000,RED OAK,IA,2021-09-01,396134.20
1417,8R 410,2020,359900.00000,370984.00,11084.00000,-11084.00000,HAMEL,IL,2021-07-01,384627.32
1417,8R 410,2020,359900.00000,370600.00,10700.00000,-10700.00000,WINCHESTER,IL,2021-08-01,384627.32
1417,8R 410,2020,399000.00000,393566.00,5434.00000,5434.00000,GARDEN CITY,KS,2021-09-01,384627.32
2161,8R 410,2020,388500.00000,412761.00,24261.00000,-24261.00000,GLENCOE,MN,2021-09-01,380441.60
3182,8100,1994,67500.00000,59560.00,7940.00000,7940.00000,KENT CITY,MI,2021-08-01,77308.77
3430,8100,1994,67500.00000,59560.00,7940.00000,7940.00000,KENT CITY,MI,2021-08-01,77308.77
4003,8100,1994,49900.00000,102136.00,52236.00000,-52236.00000,NEW RICHMOND,WI,2021-07-01,74141.76
4006,8100,1994,49900.00000,102136.00,52236.00000,-52236.00000,NEW RICHMOND,WI,2021-07-01,74141.76
3810,8100,1995,59500.00000,65132.00,5632.00000,-5632.00000,SIOUX CENTER,IA,2021-07-01,69521.76
4007,8100,1995,59500.00000,65132.00,5632.00000,-5632.00000,SIOUX CENTER,IA,2021-07-01,69521.76
3810,8100,1995,59500.00000,71084.00,11584.00000,-11584.00000,SIOUX CENTER,IA,2021-08-01,69521.76
4007,8100,1995,59500.00000,71084.00,11584.00000,-11584.00000,SIOUX CENTER,IA,2021-08-01,69521.76
3432,8100,1995,47500.00000,68188.00,20688.00000,-20688.00000,FAIRFIELD,NE,2021-07-01,69454.77
1490,8100,1996,49900.00000,65040.00,15140.00000,-15140.00000,CRAWFORDSVILLE,IN,2021-08-01,67098.57
1491,8100,1996,49900.00000,65040.00,15140.00000,-15140.00000,CRAWFORDSVILLE,IN,2021-08-01,67098.57
1495,8100,1996,49900.00000,65040.00,15140.00000,-15140.00000,CRAWFORDSVILLE,IN,2021-08-01,67098.57
1496,8100,1996,49900.00000,65040.00,15140.00000,-15140.00000,CRAWFORDSVILLE,IN,2021-08-01,67098.57
1499,8100,1996,49900.00000,65040.00,15140.00000,-15140.00000,CRAWFORDSVILLE,IN,2021-08-01,67098.57
1500,8100,1996,49900.00000,65040.00,15140.00000,-15140.00000,CRAWFORDSVILLE,IN,2021-08-01,67098.57
1503,8100,1996,49900.00000,65040.00,15140.00000,-15140.00000,CRAWFORDSVILLE,IN,2021-08-01,67098.57
1504,8100,1996,49900.00000,65040.00,15140.00000,-15140.00000,CRAWFORDSVILLE,IN,2021-08-01,67098.57
1506,8100,1996,49900.00000,65040.00,15140.00000,-15140.00000,CRAWFORDSVILLE,IN,2021-08-01,67098.57
1507,8100,1996,49900.00000,65040.00,15140.00000,-15140.00000,CRAWFORDSVILLE,IN,2021-08-01,67098.57
1508,8100,1996,49900.00000,65040.00,15140.00000,-15140.00000,CRAWFORDSVILLE,IN,2021-08-01,67098.57
1490,8100,1996,52900.00000,66936.00,14036.00000,-14036.00000,CRAWFORDSVILLE,IN,2021-07-01,67098.57
1491,8100,1996,52900.00000,66936.00,14036.00000,-14036.00000,CRAWFORDSVILLE,IN,2021-07-01,67098.57
1495,8100,1996,52900.00000,66936.00,14036.00000,-14036.00000,CRAWFORDSVILLE,IN,2021-07-01,67098.57
1496,8100,1996,52900.00000,66936.00,14036.00000,-14036.00000,CRAWFORDSVILLE,IN,2021-07-01,67098.57
1499,8100,1996,52900.00000,66936.00,14036.00000,-14036.00000,CRAWFORDSVILLE,IN,2021-07-01,67098.57
1500,8100,1996,52900.00000,66936.00,14036.00000,-14036.00000,CRAWFORDSVILLE,IN,2021-07-01,67098.57
1503,8100,1996,52900.00000,66936.00,14036.00000,-14036.00000,CRAWFORDSVILLE,IN,2021-07-01,67098.57
1504,8100,1996,52900.00000,66936.00,14036.00000,-14036.00000,CRAWFORDSVILLE,IN,2021-07-01,67098.57
1506,8100,1996,52900.00000,66936.00,14036.00000,-14036.00000,CRAWFORDSVILLE,IN,2021-07-01,67098.57
1507,8100,1996,52900.00000,66936.00,14036.00000,-14036.00000,CRAWFORDSVILLE,IN,2021-07-01,67098.57
1508,8100,1996,52900.00000,66936.00,14036.00000,-14036.00000,CRAWFORDSVILLE,IN,2021-07-01,67098.57
4009,8100,1996,69000.00000,73368.00,4368.00000,-4368.00000,BELGRADE,MT,2021-07-01,80123.89
1805,8100,1996,70500.00000,44347.00,26153.00000,26153.00000,NEW HAMPTON,IA,2021-09-01,73259.34
2156,8100,1996,70500.00000,44347.00,26153.00000,26153.00000,NEW HAMPTON,IA,2021-09-01,73259.34
2162,8100,1996,70500.00000,44347.00,26153.00000,26153.00000,NEW HAMPTON,IA,2021-09-01,73259.34
3435,8100,1996,70500.00000,44347.00,26153.00000,26153.00000,NEW HAMPTON,IA,2021-09-01,73259.34
2454,8100,1997,64500.00000,66172.00,1672.00000,-1672.00000,SIOUX CENTER,IA,2021-07-01,82458.53
3438,8100,1997,64500.00000,66172.00,1672.00000,-1672.00000,SIOUX CENTER,IA,2021-07-01,82458.53
3439,8100,1997,40000.00000,80848.00,40848.00000,-40848.00000,CARO,MI,2021-08-01,82503.19
1493,8100,1997,54500.00000,73752.00,19252.00000,-19252.00000,ONAWA,IA,2021-08-01,81727.03
1494,8100,1997,54500.00000,73752.00,19252.00000,-19252.00000,ONAWA,IA,2021-08-01,81727.03
1498,8100,1997,54500.00000,73752.00,19252.00000,-19252.00000,ONAWA,IA,2021-08-01,81727.03
1509,8100,1997,54500.00000,73752.00,19252.00000,-19252.00000,ONAWA,IA,2021-08-01,81727.03
1505,8100,1997,89500.00000,64132.00,25368.00000,25368.00000,BOWLING GREEN,OH,2021-08-01,81214.98
1505,8100,1997,92500.00000,60100.00,32400.00000,32400.00000,FINDLAY,OH,2021-07-01,81214.98
2163,8100,1997,77500.00000,53995.00,23505.00000,23505.00000,NEW HAMPTON,IA,2021-09-01,81037.88
3440,8100,1997,77500.00000,53995.00,23505.00000,23505.00000,NEW HAMPTON,IA,2021-09-01,81037.88
2164,8100,1998,42500.00000,80966.00,38466.00000,-38466.00000,ALAMO,TN,2021-09-01,86261.56
3443,8100,1998,42500.00000,80966.00,38466.00000,-38466.00000,ALAMO,TN,2021-09-01,86261.56
3118,8100,1998,54800.00000,71836.00,17036.00000,-17036.00000,OWATONNA,MN,2021-08-01,71482.18
3448,8100,1998,54800.00000,71836.00,17036.00000,-17036.00000,OWATONNA,MN,2021-08-01,71482.18
2165,8110,2000,45000.00000,74404.00,29404.00000,-29404.00000,NAMPA,ID,2021-08-01,89520.20
3450,8110,2000,45000.00000,74404.00,29404.00000,-29404.00000,NAMPA,ID,2021-08-01,89520.20
2165,8110,2000,49000.00000,89060.00,40060.00000,-40060.00000,NAMPA,ID,2021-09-01,89520.20
3450,8110,2000,49000.00000,89060.00,40060.00000,-40060.00000,NAMPA,ID,2021-09-01,89520.20
1497,8110,2000,74900.00000,60715.00,14185.00000,14185.00000,COLFAX,IA,2021-09-01,76673.52
3452,8110,2001,86800.00000,82796.00,4004.00000,4004.00000,MONTEVIDEO,MN,2021-08-01,91148.75
2166,8110,2001,87995.00000,72770.00,15225.00000,15225.00000,MENOMONIE,WI,2021-09-01,91423.64
3453,8110,2001,87995.00000,72770.00,15225.00000,15225.00000,MENOMONIE,WI,2021-09-01,91423.64
1900,8110T,2001,67500.00000,73481.00,5981.00000,-5981.00000,AURORA,NE,2021-09-01,99871.31
2167,8110T,2001,67500.00000,73481.00,5981.00000,-5981.00000,AURORA,NE,2021-09-01,99871.31
3454,8110T,2001,67500.00000,73481.00,5981.00000,-5981.00000,AURORA,NE,2021-09-01,99871.31
3456,8120,2002,105000.00000,89060.00,15940.00000,15940.00000,MINDEN,NE,2021-07-01,89516.35
3457,8120,2002,119761.00000,103792.00,15969.00000,15969.00000,JACKSON,MN,2021-08-01,94518.27
3458,8120,2002,65000.00000,78866.00,13866.00000,-13866.00000,DYERSBURG,TN,2021-09-01,95731.79
3458,8120,2002,67500.00000,92132.00,24632.00000,-24632.00000,DYERSBURG,TN,2021-07-01,95731.79
1492,8120,2002,92500.00000,88240.00,4260.00000,4260.00000,LA GRANDE,OR,2021-09-01,91061.74
1501,8120,2002,92500.00000,88240.00,4260.00000,4260.00000,LA GRANDE,OR,2021-09-01,91061.74
2169,8120,2002,99500.00000,83962.00,15538.00000,15538.00000,WARSAW,IN,2021-09-01,95050.34
3460,8120,2002,99500.00000,83962.00,15538.00000,15538.00000,WARSAW,IN,2021-09-01,95050.34
1502,8120,2003,87000.00000,72785.00,14215.00000,14215.00000,WILLMAR,MN,2021-09-01,95045.72
4019,8120,2003,62500.00000,78396.00,15896.00000,-15896.00000,SEYMOUR,IN,2021-08-01,93762.90
3464,8120,2004,75730.00000,88412.00,12682.00000,-12682.00000,FERGUS FALLS,MN,2021-08-01,93236.99
3464,8120,2004,78990.00000,85392.00,6402.00000,-6402.00000,FERGUS FALLS,MN,2021-07-01,93236.99
2171,8120,2004,95000.00000,89322.00,5678.00000,5678.00000,MATTOON,IL,2021-09-01,97414.24
3465,8120,2004,95000.00000,89322.00,5678.00000,5678.00000,MATTOON,IL,2021-09-01,97414.24
3467,8120,2004,60000.00000,85082.00,25082.00000,-25082.00000,DYERSBURG,TN,2021-09-01,98467.60
1523,8120,2005,99500.00000,93354.00,6146.00000,6146.00000,LAGRANGE,IN,2021-09-01,98154.85
1524,8120,2005,99500.00000,93354.00,6146.00000,6146.00000,LAGRANGE,IN,2021-09-01,98154.85
1526,8120,2005,99500.00000,93354.00,6146.00000,6146.00000,LAGRANGE,IN,2021-09-01,98154.85
1510,8120T,2002,59900.00000,74458.00,14558.00000,-14558.00000,HORTONVILLE,WI,2021-09-01,104933.29
1512,8120T,2005,89569.00000,90444.00,875.00000,-875.00000,JACKSON,MN,2021-08-01,118181.14
1512,8120T,2005,89569.00000,88115.00,1454.00000,1454.00000,JACKSON,MN,2021-09-01,118181.14
2174,8130,2006,84900.00000,99736.00,14836.00000,-14836.00000,AMERICAN FALLS,ID,2021-09-01,121870.98
3470,8130,2006,84900.00000,99736.00,14836.00000,-14836.00000,AMERICAN FALLS,ID,2021-09-01,121870.98
2172,8130,2008,86237.00000,79748.00,6489.00000,6489.00000,BLACKFOOT,ID,2021-08-01,131476.73
2175,8130,2008,86237.00000,79748.00,6489.00000,6489.00000,BLACKFOOT,ID,2021-08-01,131476.73
2177,8130,2008,86237.00000,79748.00,6489.00000,6489.00000,BLACKFOOT,ID,2021-08-01,131476.73
3472,8130,2008,86237.00000,79748.00,6489.00000,6489.00000,BLACKFOOT,ID,2021-08-01,131476.73
2172,8130,2008,86237.00000,95478.00,9241.00000,-9241.00000,BLACKFOOT,ID,2021-09-01,131476.73
2175,8130,2008,86237.00000,95478.00,9241.00000,-9241.00000,BLACKFOOT,ID,2021-09-01,131476.73
2177,8130,2008,86237.00000,95478.00,9241.00000,-9241.00000,BLACKFOOT,ID,2021-09-01,131476.73
3472,8130,2008,86237.00000,95478.00,9241.00000,-9241.00000,BLACKFOOT,ID,2021-09-01,131476.73
1514,8130,2008,85125.00000,79132.00,5993.00000,5993.00000,BLACKFOOT,ID,2021-08-01,131476.73
1519,8130,2008,85125.00000,79132.00,5993.00000,5993.00000,BLACKFOOT,ID,2021-08-01,131476.73
1514,8130,2008,85125.00000,95082.00,9957.00000,-9957.00000,BLACKFOOT,ID,2021-09-01,131476.73
1519,8130,2008,85125.00000,95082.00,9957.00000,-9957.00000,BLACKFOOT,ID,2021-09-01,131476.73
1515,8130,2008,103080.00000,96484.00,6596.00000,6596.00000,HAWLEY,MN,2021-07-01,130339.44
1515,8130,2008,107990.00000,98545.00,9445.00000,9445.00000,HAWLEY,MN,2021-09-01,130339.44
2176,8130,2006,99999.00000,97762.00,2237.00000,2237.00000,WAUPUN,WI,2021-09-01,104903.26
3475,8130,2006,99999.00000,97762.00,2237.00000,2237.00000,WAUPUN,WI,2021-09-01,104903.26
3476,8130,2006,75000.00000,101532.00,26532.00000,-26532.00000,WACO,TX,2021-09-01,113367.87
3544,8130,2006,75000.00000,101532.00,26532.00000,-26532.00000,WACO,TX,2021-09-01,113367.87
1527,8130,2007,84000.00000,80908.00,3092.00000,3092.00000,BELGRADE,MT,2021-07-01,110714.45
1527,8130,2007,84000.00000,86098.00,2098.00000,-2098.00000,BELGRADE,MT,2021-09-01,110714.45
1518,8130,2007,79500.00000,90554.00,11054.00000,-11054.00000,JACKSON,TN,2021-08-01,117131.63
1521,8130,2007,79500.00000,90554.00,11054.00000,-11054.00000,JACKSON,TN,2021-08-01,117131.63
3482,8130,2007,119835.00000,111862.00,7973.00000,7973.00000,WHITEFORD,MD,2021-09-01,106390.90
3876,8130,2008,118900.00000,113167.00,5733.00000,5733.00000,HARCOURT,IA,2021-09-01,114639.14
4020,8130,2008,118900.00000,113167.00,5733.00000,5733.00000,HARCOURT,IA,2021-09-01,114639.14
2173,8130,2008,92500.00000,99804.00,7304.00000,-7304.00000,ALAMO,TN,2021-08-01,121202.62
2178,8130,2008,92500.00000,99804.00,7304.00000,-7304.00000,ALAMO,TN,2021-08-01,121202.62
3485,8130,2008,92500.00000,99804.00,7304.00000,-7304.00000,ALAMO,TN,2021-08-01,121202.62
2173,8130,2008,99500.00000,99434.00,66.00000,66.00000,ALAMO,TN,2021-09-01,121202.62
2178,8130,2008,99500.00000,99434.00,66.00000,66.00000,ALAMO,TN,2021-09-01,121202.62
3485,8130,2008,99500.00000,99434.00,66.00000,66.00000,ALAMO,TN,2021-09-01,121202.62
1513,8200,1994,44900.00000,120410.00,75510.00000,-75510.00000,HOLLAND,MI,2021-09-01,83879.95
1522,8200,1994,44900.00000,120410.00,75510.00000,-75510.00000,HOLLAND,MI,2021-09-01,83879.95
1517,8200,1994,36500.00000,87674.00,51174.00000,-51174.00000,KENT CITY,MI,2021-09-01,84817.04
2180,8200,1994,57500.00000,59546.00,2046.00000,-2046.00000,WABASH,IN,2021-09-01,73818.36
3494,8200,1994,57500.00000,59546.00,2046.00000,-2046.00000,WABASH,IN,2021-09-01,73818.36
1516,8200,1995,55900.00000,60168.00,4268.00000,-4268.00000,BLOOMINGTON,WI,2021-08-01,72318.40
1525,8200,1995,55900.00000,60168.00,4268.00000,-4268.00000,BLOOMINGTON,WI,2021-08-01,72318.40
1710,8200,1995,59750.00000,63762.00,4012.00000,-4012.00000,NEWTON,IL,2021-09-01,73970.05
2179,8200,1995,59750.00000,63762.00,4012.00000,-4012.00000,NEWTON,IL,2021-09-01,73970.05
2181,8200,1995,59750.00000,63762.00,4012.00000,-4012.00000,NEWTON,IL,2021-09-01,73970.05
3495,8200,1995,59750.00000,63762.00,4012.00000,-4012.00000,NEWTON,IL,2021-09-01,73970.05
3497,8200,1996,39500.00000,77218.00,37718.00000,-37718.00000,SCOTT CITY,MO,2021-09-01,79346.19
2182,8200,1996,58500.00000,68498.00,9998.00000,-9998.00000,WINAMAC,IN,2021-09-01,86815.96
3498,8200,1996,58500.00000,68498.00,9998.00000,-9998.00000,WINAMAC,IN,2021-09-01,86815.96
1528,8200,1997,56300.00000,69348.00,13048.00000,-13048.00000,OWATONNA,MN,2021-08-01,89589.50
1511,8200,1997,41378.00000,87340.00,45962.00000,-45962.00000,BLACKFOOT,ID,2021-07-01,89171.39
1520,8200,1997,41378.00000,87340.00,45962.00000,-45962.00000,BLACKFOOT,ID,2021-07-01,89171.39
1529,8200,1997,41378.00000,87340.00,45962.00000,-45962.00000,BLACKFOOT,ID,2021-07-01,89171.39
1511,8200,1997,41378.00000,74068.00,32690.00000,-32690.00000,BLACKFOOT,ID,2021-08-01,89171.39
1520,8200,1997,41378.00000,74068.00,32690.00000,-32690.00000,BLACKFOOT,ID,2021-08-01,89171.39
1529,8200,1997,41378.00000,74068.00,32690.00000,-32690.00000,BLACKFOOT,ID,2021-08-01,89171.39
2974,8200,1998,57500.00000,67024.00,9524.00000,-9524.00000,WINNER,SD,2021-07-01,82738.04
3499,8200,1998,57500.00000,67024.00,9524.00000,-9524.00000,WINNER,SD,2021-07-01,82738.04
1531,8200T,1997,39500.00000,63578.00,24078.00000,-24078.00000,KENT CITY,MI,2021-09-01,98756.35
1537,8200T,1997,39500.00000,63578.00,24078.00000,-24078.00000,KENT CITY,MI,2021-09-01,98756.35
3500,8210,2000,83600.00000,76240.00,7360.00000,7360.00000,HOLLANDALE,MN,2021-07-01,93745.19
1532,8210,2001,49900.00000,105506.00,55606.00000,-55606.00000,EDINBORO,PA,2021-09-01,98712.46
1533,8220,2002,56500.00000,77882.00,21382.00000,-21382.00000,TURTLE LAKE,WI,2021-09-01,105636.30
1534,8220,2005,70000.00000,63850.00,6150.00000,6150.00000,LEIGHTON,AL,2021-08-01,110829.95
